id,admin,cofog,gfsmExpense,programID,type,amount
19573,106010 Vayots dzor Marzpetaran,1.1.1,4.2.4.1,1010103,non-personnel recurrent,115000
19574,106010 Vayots dzor Marzpetaran,1.1.1,4.2.5.2,1010103,non-personnel recurrent,1793500
19575,106010 Vayots dzor Marzpetaran,1.1.1,4.2.6.1,1010103,non-personnel recurrent,1654700
19576,106010 Vayots dzor Marzpetaran,1.1.1,4.2.6.4,1010103,non-personnel recurrent,7952000
19577,106010 Vayots dzor Marzpetaran,1.1.1,4.2.6.7,1010103,non-personnel recurrent,212500
19578,106010 Vayots dzor Marzpetaran,1.1.1,4.7.2.9,1010103,non-personnel recurrent,20000000
19579,106010 Vayots dzor Marzpetaran,1.1.1,4.8.2.0,1010103,non-personnel recurrent,136000
19580,106010 Vayots dzor Marzpetaran,1.1.1,4.8.2.3,1010103,non-personnel recurrent,0
19581,106011 Tavush Marzpetaran,1.1.1,4.1.1.1,1010103,personnel,146795900
19582,106011 Tavush Marzpetaran,1.1.1,4.1.1.3,1010103,personnel,12200100
19583,106011 Tavush Marzpetaran,1.1.1,4.1.1.5,1010103,personnel,3333200
19584,106011 Tavush Marzpetaran,1.1.1,4.1.3.1,1010103,personnel,25615900
19585,106011 Tavush Marzpetaran,1.1.1,4.2.1.2,1010103,non-personnel recurrent,5981700
19586,106011 Tavush Marzpetaran,1.1.1,4.2.1.3,1010103,non-personnel recurrent,312100
19587,106011 Tavush Marzpetaran,1.1.1,4.2.1.4,1010103,non-personnel recurrent,12267400
19588,106011 Tavush Marzpetaran,1.1.1,4.2.1.5,1010103,non-personnel recurrent,280000
19589,106011 Tavush Marzpetaran,1.1.1,4.2.1.6,1010103,non-personnel recurrent,2026800
19590,106011 Tavush Marzpetaran,1.1.1,4.2.2.0,1010103,non-personnel recurrent,5618300
19591,106011 Tavush Marzpetaran,1.1.1,4.2.2.1,1010103,non-personnel recurrent,0
19592,106011 Tavush Marzpetaran,1.1.1,4.2.3.2,1010103,non-personnel recurrent,122000
19593,106011 Tavush Marzpetaran,1.1.1,4.2.3.4,1010103,non-personnel recurrent,178200
19594,106011 Tavush Marzpetaran,1.1.1,4.2.3.7,1010103,non-personnel recurrent,300000
19595,106011 Tavush Marzpetaran,1.1.1,4.2.4.1,1010103,non-personnel recurrent,28300
19596,106011 Tavush Marzpetaran,1.1.1,4.2.5.2,1010103,non-personnel recurrent,2823000
19597,106011 Tavush Marzpetaran,1.1.1,4.2.6.1,1010103,non-personnel recurrent,1456000
19598,106011 Tavush Marzpetaran,1.1.1,4.2.6.4,1010103,non-personnel recurrent,6987700
19599,106011 Tavush Marzpetaran,1.1.1,4.2.6.7,1010103,non-personnel recurrent,146200
19600,106011 Tavush Marzpetaran,1.1.1,4.7.2.9,1010103,non-personnel recurrent,20000000
19601,106011 Tavush Marzpetaran,1.1.1,4.8.2.0,1010103,non-personnel recurrent,89300
19602,106011 Tavush Marzpetaran,1.1.1,4.8.2.3,1010103,non-personnel recurrent,0
19603,104001 Ministry of Territorial Administration of RA,1.1.1,4.1.1.1,1010104,personnel,29490300
19604,104001 Ministry of Territorial Administration of RA,1.1.1,4.1.1.5,1010104,personnel,4000000
19605,104001 Ministry of Territorial Administration of RA,1.1.1,4.1.3.1,1010104,personnel,4885600
19606,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,1599100
19607,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,129300
19608,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,4089100
19609,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,200000
19610,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,1176000
19611,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.2.1,1010104,non-personnel recurrent,0
19612,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.3.4,1010104,non-personnel recurrent,448000
19613,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19614,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.3.9,1010104,non-personnel recurrent,222600
19615,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,1480000
19616,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,1257500
19617,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,5132500
19618,104001 Ministry of Territorial Administration of RA,1.1.1,4.2.6.7,1010104,non-personnel recurrent,30000
19619,104001 Ministry of Territorial Administration of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,67500
19620,104001 Ministry of Territorial Administration of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19621,104002 Ministry of Healthcare of RA,1.1.1,4.1.1.1,1010104,personnel,28284000
19622,104002 Ministry of Healthcare of RA,1.1.1,4.1.3.1,1010104,personnel,3870400
19623,104002 Ministry of Healthcare of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,1300000
19624,104002 Ministry of Healthcare of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,3032100
19625,104002 Ministry of Healthcare of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,200000
19626,104002 Ministry of Healthcare of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19627,104002 Ministry of Healthcare of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,1195000
19628,104002 Ministry of Healthcare of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,567300
19629,104002 Ministry of Healthcare of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,4750000
19630,104002 Ministry of Healthcare of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,55000
19631,104002 Ministry of Healthcare of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19632,104003 Ministry of Justice of RA,1.1.1,4.1.1.1,1010104,personnel,28295500
19633,104003 Ministry of Justice of RA,1.1.1,4.1.1.5,1010104,personnel,2200000
19634,104003 Ministry of Justice of RA,1.1.1,4.1.3.1,1010104,personnel,4461600
19635,104003 Ministry of Justice of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,1885800
19636,104003 Ministry of Justice of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,31900
19637,104003 Ministry of Justice of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,3334200
19638,104003 Ministry of Justice of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,200000
19639,104003 Ministry of Justice of RA,1.1.1,4.2.3.4,1010104,non-personnel recurrent,132900
19640,104003 Ministry of Justice of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19641,104003 Ministry of Justice of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,1291000
19642,104003 Ministry of Justice of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,1520500
19643,104003 Ministry of Justice of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,4750000
19644,104003 Ministry of Justice of RA,1.1.1,4.2.6.7,1010104,non-personnel recurrent,68200
19645,104003 Ministry of Justice of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,55000
19646,104003 Ministry of Justice of RA,1.1.1,4.8.2.2,1010104,non-personnel recurrent,0
19647,104004 Ministry of Economy of RA,1.1.1,4.1.1.1,1010104,personnel,38584630
19648,104004 Ministry of Economy of RA,1.1.1,4.1.1.5,1010104,personnel,6000000
19649,104004 Ministry of Economy of RA,1.1.1,4.1.3.1,1010104,personnel,6644400
19650,104004 Ministry of Economy of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,3086000
19651,104004 Ministry of Economy of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,84600
19652,104004 Ministry of Economy of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,8750000
19653,104004 Ministry of Economy of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,280000
19654,104004 Ministry of Economy of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,491970
19655,104004 Ministry of Economy of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19656,104004 Ministry of Economy of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,1950000
19657,104004 Ministry of Economy of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,665000
19658,104004 Ministry of Economy of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,5377000
19659,104004 Ministry of Economy of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,73000
19660,104004 Ministry of Economy of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19661,104005 Ministry of Foreign Affairs of RA,1.1.1,4.1.1.1,1010104,personnel,29633500
19662,104005 Ministry of Foreign Affairs of RA,1.1.1,4.1.3.1,1010104,personnel,3411200
19663,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,865900
19664,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,18900
19665,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,7240200
19666,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,210000
19667,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,80000000
19668,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.2.2,1010104,non-personnel recurrent,0
19669,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.3.4,1010104,non-personnel recurrent,1088600
19670,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,30185500
19671,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,750000
19672,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,250600
19673,104005 Ministry of Foreign Affairs of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,5195000
19674,104005 Ministry of Foreign Affairs of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,55000
19675,104005 Ministry of Foreign Affairs of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19676,104006 Ministry of Nature Protection of RA,1.1.1,4.1.1.1,1010104,personnel,24540000
19677,104006 Ministry of Nature Protection of RA,1.1.1,4.1.3.1,1010104,personnel,3712600
19678,104006 Ministry of Nature Protection of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,447500
19679,104006 Ministry of Nature Protection of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,3094000
19680,104006 Ministry of Nature Protection of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,120000
19681,104006 Ministry of Nature Protection of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,795900
19682,104006 Ministry of Nature Protection of RA,1.1.1,4.2.2.1,1010104,non-personnel recurrent,0
19683,104006 Ministry of Nature Protection of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19684,104006 Ministry of Nature Protection of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,700000
19685,104006 Ministry of Nature Protection of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,265600
19686,104006 Ministry of Nature Protection of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,3044000
19687,104006 Ministry of Nature Protection of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,56000
19688,104007 Ministry of Agriculture of RA,1.1.1,4.1.1.1,1010104,personnel,31980800
19689,104007 Ministry of Agriculture of RA,1.1.1,4.1.3.1,1010104,personnel,5004900
19690,104007 Ministry of Agriculture of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,736300
19691,104007 Ministry of Agriculture of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,70000
19692,104007 Ministry of Agriculture of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,3413800
19693,104007 Ministry of Agriculture of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,240000
19694,104007 Ministry of Agriculture of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,501800
19695,104007 Ministry of Agriculture of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19696,104007 Ministry of Agriculture of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,1500000
19697,104007 Ministry of Agriculture of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,125400
19698,104007 Ministry of Agriculture of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,5632000
19699,104007 Ministry of Agriculture of RA,1.1.1,4.2.6.7,1010104,non-personnel recurrent,45700
19700,104007 Ministry of Agriculture of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,68000
19701,104007 Ministry of Agriculture of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19702,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.1.1.1,1010104,personnel,25629970
19703,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.1.3.1,1010104,personnel,3463200
19704,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,2757200
19705,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,18900
19706,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,4019600
19707,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,240000
19708,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,365200
19709,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.2.1,1010104,non-personnel recurrent,0
19710,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.3.2,1010104,non-personnel recurrent,142000
19711,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,950000
19712,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,2046400
19713,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,154700
19714,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,5107600
19715,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,96000
19716,104009 Ministry of Energy and Natural Resources of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19717,104010 Ministry of Education and Science of RA,1.1.1,4.1.1.1,1010104,personnel,24203840
19718,104010 Ministry of Education and Science of RA,1.1.1,4.1.3.1,1010104,personnel,3858500
19719,104010 Ministry of Education and Science of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,526200
19720,104010 Ministry of Education and Science of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,6446300
19721,104010 Ministry of Education and Science of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,160000
19722,104010 Ministry of Education and Science of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19723,104010 Ministry of Education and Science of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,1298000
19724,104010 Ministry of Education and Science of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,354500
19725,104010 Ministry of Education and Science of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,3800000
19726,104010 Ministry of Education and Science of RA,1.1.1,4.2.6.7,1010104,non-personnel recurrent,47900
19727,104010 Ministry of Education and Science of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,44000
19728,104010 Ministry of Education and Science of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19729,104011 Ministry of Culture of RA,1.1.1,4.1.1.1,1010104,personnel,20048200
19730,104011 Ministry of Culture of RA,1.1.1,4.1.1.5,1010104,personnel,0
19731,104011 Ministry of Culture of RA,1.1.1,4.1.3.1,1010104,personnel,3111900
19732,104011 Ministry of Culture of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,798900
19733,104011 Ministry of Culture of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,4710700
19734,104011 Ministry of Culture of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,160000
19735,104011 Ministry of Culture of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,500000
19736,104011 Ministry of Culture of RA,1.1.1,4.2.2.1,1010104,non-personnel recurrent,0
19737,104011 Ministry of Culture of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19738,104011 Ministry of Culture of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,756000
19739,104011 Ministry of Culture of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,300500
19740,104011 Ministry of Culture of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,4000000
19741,104011 Ministry of Culture of RA,1.1.1,4.2.6.7,1010104,non-personnel recurrent,25300
19742,104011 Ministry of Culture of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,44000
19743,104011 Ministry of Culture of RA,1.1.1,4.8.2.3,1010104,non-personnel recurrent,0
19744,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.1.1.1,1010104,personnel,27560900
19745,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.1.3.1,1010104,personnel,3930000
19746,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,517600
19747,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,3583600
19748,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,280000
19749,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,860100
19750,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.2.1,1010104,non-personnel recurrent,0
19751,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.3.2,1010104,non-personnel recurrent,1801100
19752,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.3.4,1010104,non-personnel recurrent,118300
19753,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19754,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,2023000
19755,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,121300
19756,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,6300000
19757,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.2.6.7,1010104,non-personnel recurrent,94800
19758,104016 Ministry of Labor and Social Affairs of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,77000
19759,104018 Ministry of Transport and Communication of RA,1.1.1,4.1.1.1,1010104,personnel,25196500
19760,104018 Ministry of Transport and Communication of RA,1.1.1,4.1.3.1,1010104,personnel,3595000
19761,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,2754800
19762,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,21800
19763,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,5500000
19764,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,200000
19765,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.1.6,1010104,non-personnel recurrent,3000000
19766,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,1430800
19767,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.3.4,1010104,non-personnel recurrent,620800
19768,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.3.7,1010104,non-personnel recurrent,1500000
19769,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.3.9,1010104,non-personnel recurrent,540000
19770,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.5.2,1010104,non-personnel recurrent,950000
19771,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.6.1,1010104,non-personnel recurrent,601000
19772,104018 Ministry of Transport and Communication of RA,1.1.1,4.2.6.4,1010104,non-personnel recurrent,5245000
19773,104018 Ministry of Transport and Communication of RA,1.1.1,4.8.2.0,1010104,non-personnel recurrent,55000
19774,104020 Ministry of Urban Development of RA,1.1.1,4.1.1.1,1010104,personnel,27887600
19775,104020 Ministry of Urban Development of RA,1.1.1,4.1.3.1,1010104,personnel,4273200
19776,104020 Ministry of Urban Development of RA,1.1.1,4.2.1.2,1010104,non-personnel recurrent,712100
19777,104020 Ministry of Urban Development of RA,1.1.1,4.2.1.3,1010104,non-personnel recurrent,50000
19778,104020 Ministry of Urban Development of RA,1.1.1,4.2.1.4,1010104,non-personnel recurrent,2892200
19779,104020 Ministry of Urban Development of RA,1.1.1,4.2.1.5,1010104,non-personnel recurrent,320000
19780,104020 Ministry of Urban Development of RA,1.1.1,4.2.2.0,1010104,non-personnel recurrent,550000
